id;language;title;field_product_cp_type;field_product_cp_category;body;field_product_cp_brand;field_product_cp_brand_thumb;field_product_cp_package_picture;field_link;field_product_cp_loyality;field_product_cp_status;field_product_cp_auth_number;field_product_cp_composition;field_product_cp_active_group;field_product_cp_formulation;field_product_cp_mode_action;field_product_cp_mode_detail;field_product_cp_end_date_growers;field_product_cp_end_date_disrtibutors;field_product_cp_pack_size;field_product_cp_nanum_number;field_product_cp_a_number_design;field_product_cp_security_icon;field_product_cp_legal_warning;field_product_cp_re_entry_period;field_product_cp_hazard_statements;field_product_cp_precautionary_s;field_product_cp_personal_equip;field_product_cp_other_restric;field_product_cp_tank_mixing;field_product_cp_tank_prepar;field_product_cp_particular_term;field_product_cp_mix_and_spray;field_product_cp_water_volume;field_product_cp_pressure;field_product_cp_rainfastness;field_product_cp_frost_sensitiv;field_product_cp_humidity_sensit;field_product_cp_light_sensit;field_product_cp_tank_lifespan;field_product_cp_tank_stability;field_product_cp_carry_over;field_product_cp_minor_use;field_product_cp_stewardship;field_product_cp_emergency;field_product_cp_section_title;field_product_cp_section_desc;field_product_cp_leg_information;field_product_cp_manual_date_ove;field_product_cp_last_update_dat;field_product_cp_pdf_file;external_field_product_cp_pdf;field_product_cp_registrant;field_product_cp_shelf_life;field_product_cp_class_of_danger;field_product_cp_danger_bees;field_product_cp_addl_flx;metatag_title;metatag_description;metatag_keywords
14455 W0;nl;Ninja;Insecticide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/46ee48b9-ba3c-4786-6f12-d4de4fb7bb16/1496754618290812521-SYNGENCP-7001_NINJA.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/46ee48b9-ba3c-4786-6f12-d4de4fb7bb16/1496754622082289646-Ninja%20logo%20400x135.jpg;;;;;14455 N;"""100 G/L"",""lambda-cyhalothrin""";;CS (Capsule suspensie);;;01.07.2019;01.07.2018;;;;;GHS09, GHS07;;EUH401, H302 + H332, H317, H410;P312, P391, P304 + P340, SP 1, P301 + P312, P102, P270, P261, P302 + P352, P280;;;;;;;;;;;;;;;;;;;;;;1;18.04.2014;;"""Veiligheidsblad"",""347.7"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14455/W0/8118e8d9-5707-42cb-ace4-d415bafa6079.pdf""|""Gebruiksvoorschrift"",""15"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14455/W0/2caddc85-45c8-4a21-4f02-793f98d02581.pdf""";;;;;;;;
14455;nl;Ninja (W4);Insecticide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/46ee48b9-ba3c-4786-6f12-d4de4fb7bb16/1496754618290812521-SYNGENCP-7001_NINJA.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/46ee48b9-ba3c-4786-6f12-d4de4fb7bb16/1496754622082289646-Ninja%20logo%20400x135.jpg;;;;;14455 N;"""100 G/L"",""lambda-cyhalothrin""";;CS (Capsule suspensie);;;;;;;;;GHS07, GHS09;;H317, H410, EUH401, H302 + H332;P391, P302 + P352, P304 + P340, P270, P280, P261, P301 + P312, SP 1, P102, P312;;;;;;;;;;;;;;;;;;;;;;1;23.11.2018;;"""Gebruiksvoorschrift"",""93.2"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14455/W4/49c25757-4030-4837-8532-fc65dfaaadf9.pdf""|""Veiligheidsblad"",""347.7"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14455/W0/8118e8d9-5707-42cb-ace4-d415bafa6079.pdf""";;;;;;;;
12787 W3;nl;Olympus (W3);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/ef65d41f-54f0-4f4a-4ead-655b95edba7d/1496754632398534895-SYNGENCP-7001_OLYMPUS.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/ef65d41f-54f0-4f4a-4ead-655b95edba7d/1496754639876380707-Olympus%20logo%20400x135.jpg;;;;;12787 N;"""80 G/L"",""azoxystrobin""|""400 G/L"",""chloorthalonil""";;SC (Suspensie concentraat);;;01.07.2020;01.07.2019;;;;;GHS05, GHS07, GHS08, GHS09;;H335, EUH401, H318, H351, H332, H410, H317;P271, P280, P302 + P352, P304 + P340, SP 1, P261, P102, P270, P391, P308 + P313;;;;;;;;;;;;;;;;;;;;;;1;29.06.2012;;"""Gebruiksvoorschrift"",""114.3"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12787/W3/daf32f56-646a-4d1d-7adc-019c81fa067f.pdf""|""Veiligheidsblad"",""378.7"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12787/W3/f5b352d5-829c-45bf-afc6-72698da6ce7d.pdf""";;;;;;;;
12787;nl;Olympus (W4);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/ef65d41f-54f0-4f4a-4ead-655b95edba7d/1496754632398534895-SYNGENCP-7001_OLYMPUS.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/ef65d41f-54f0-4f4a-4ead-655b95edba7d/1496754639876380707-Olympus%20logo%20400x135.jpg;;;;;12787 N;"""400 G/L"",""chloorthalonil""|""80 G/L"",""azoxystrobin""";;SC (Suspensie concentraat);;;;;;;;;GHS05, GHS07, GHS09, GHS08;;H318, H317, H335, H332, H410, H351, EUH401;P391, P102, P271, P261, P280, P308 + P313, P304 + P340, P270, P302 + P352, SP 1;;;;;;;;;;;;;;;;;;;;;;1;01.01.2019;;"""Gebruiksvoorschrift"",""67.95"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12787/W4/39d174df-ec4e-49a5-7037-b74d5fda32df.pdf""|""Veiligheidsblad"",""378.7"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12787/W3/f5b352d5-829c-45bf-afc6-72698da6ce7d.pdf""";;;;;;;;
12169 W4;nl;Ortiva (W4);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/57520fc1-bd15-49fb-5c4f-8f1013bdc5d9/1496754650308467621-SYNGENCP-7001_ORTIVA.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/57520fc1-bd15-49fb-5c4f-8f1013bdc5d9/1496754655944937839-Ortiva%20logo%20400x135.jpg;;;;;12169 N;"""250 G/L"",""azoxystrobin""";;SC (Suspensie concentraat);;;01.07.2020;01.07.2019;;;;;GHS09;;EUH401, H410;P391, SP 1, P270, P102;;;;;;;;;;;;;;;;;;;;;;1;01.02.2008;;"""Veiligheidsblad"",""342.55"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12169/W4/02fe33b4-19fe-46e9-8089-2e3a53ba8e73.pdf""|""Gebruiksvoorschrift"",""257.75"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12169/W4/a29a1dc3-dde4-4185-50ce-aa1220035f0a.pdf""";;;;;;;;
12169;nl;Ortiva (W5);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/57520fc1-bd15-49fb-5c4f-8f1013bdc5d9/1496754650308467621-SYNGENCP-7001_ORTIVA.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/57520fc1-bd15-49fb-5c4f-8f1013bdc5d9/1496754655944937839-Ortiva%20logo%20400x135.jpg;;;;;12169 N;"""250 G/L"",""azoxystrobin""";;SC (Suspensie concentraat);;;;;;;;;GHS09;;H410, EUH401;P270, P102, P391, SP 1;;;;;;;;;;;;;;;;;;;;;;1;01.01.2019;;"""Gebruiksvoorschrift"",""70.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12169/W5/b5de9191-432b-4938-6d85-a54f95504605.pdf""|""Veiligheidsblad"",""342.55"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12169/W4/02fe33b4-19fe-46e9-8089-2e3a53ba8e73.pdf""";;;;;;;;
15288;nl;PROMALIN;Groeiregulator;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/750a5cf1-0015-4138-7df7-09849cf88e91/1496754730604985254-SYNGENCP-7001_PROMALIN.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/750a5cf1-0015-4138-7df7-09849cf88e91/1496754740197114046-Promalin%20logo%20400x135.jpg;;;;;15288 N;"""19 G/L"",""6-benzyladenine""|""19 G/L"",""gibberellinen""";;SL (Met water mengbaar concentraat);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;10.02.2017;;"""Gebruiksvoorschrift"",""341.05"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/15288/W0/7221efa1-6905-4352-7a3d-1a0ba20fc693.pdf""|""Veiligheidsblad"",""252.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/15288/W0/1c141982-dcfc-4434-960a-83e80358364a.pdf""";;;;;;;;
15575 W0;nl;Palladium;Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/5a06347c-7860-4433-604f-61b80e141f62/1525249002406497326-1120x110_Palladium.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/5a06347c-7860-4433-604f-61b80e141f62/1525249021698425773-Palladium%20logo%20400x135.jpg;;;;;15575 N;"""37,5 %"",""cyprodinil""|""25 %"",""fludioxonil""";;WG (Water dispergeerbaar granulaat);;;01.07.2020;01.07.2019;;;;;GHS09, GHS07;;H410, H317, EUH401;P333 + P313, SP 1, P280C, P391, P362 + P364, P261;;;;;;;;;;;;;;;;;;;;;;1;09.05.2018;;"""Veiligheidsblad"",""386.1"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/15575/W0/4da716a9-9892-49c6-8534-9bce84cd1bc1.pdf""";;;;;;;;
15575;nl;Palladium (W1);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/5a06347c-7860-4433-604f-61b80e141f62/1525249002406497326-1120x110_Palladium.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/5a06347c-7860-4433-604f-61b80e141f62/1525249021698425773-Palladium%20logo%20400x135.jpg;;;;;15575 N;"""37,5 %"",""cyprodinil""|""25 %"",""fludioxonil""";;WG (Water dispergeerbaar granulaat);;;;;;;;;GHS07, GHS09;;H317, H410, EUH401;P362 + P364, P333 + P313, P261, P391, P280C, SP 1;;;;;;;;;;;;;;;;;;;;;;1;09.05.2018;;"""Gebruiksvoorschrift"",""69.45"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/15575/W1/590467b5-5fb4-4f62-4536-36baf8f23184.pdf""|""Veiligheidsblad"",""386.1"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/15575/W0/4da716a9-9892-49c6-8534-9bce84cd1bc1.pdf""";;;;;;;;
13587 W2;nl;Peak (W2);Herbicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/795914ef-8871-45e8-4e26-73b9d6f5d0d7/1496754666047311056-SYNGENCP-7001_PEAK.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/795914ef-8871-45e8-4e26-73b9d6f5d0d7/1496754670976886092-Peak%20logo%20400x135.jpg;;;;;13587 N;"""75 %"",""prosulfuron""";;WG (Water dispergeerbaar granulaat);;;;;;;;;GHS09, GHS07;;H410, H302, EUH401;SP 1, P330, P270, P102, P391, P301 + P312;;;;;;;;;;;;;;;;;;;;;;1;20.04.2018;;"""Veiligheidsblad"",""311.05"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13587/W3/073f4e2b-3300-4e18-a7af-887941d3ab20.pdf""";;;;;;;;
13587;nl;Peak (W3);Herbicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/795914ef-8871-45e8-4e26-73b9d6f5d0d7/1496754666047311056-SYNGENCP-7001_PEAK.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/795914ef-8871-45e8-4e26-73b9d6f5d0d7/1496754670976886092-Peak%20logo%20400x135.jpg;;;;;13587 N;"""75 %"",""prosulfuron""";;WG (Water dispergeerbaar granulaat);;;;;;;;;GHS07, GHS09;;H302, H410, EUH401;P330, P301 + P312, P270, SP 1, P102, P391;;;;;;;;;;;;;;;;;;;;;;1;07.07.2017;;"""Gebruiksvoorschrift"",""345.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13587/W3/232668cb-9136-46f5-5261-9275c96dee9a.pdf""|""Veiligheidsblad"",""311.05"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13587/W3/073f4e2b-3300-4e18-a7af-887941d3ab20.pdf""";;;;;;;;
15584;nl;Pediment;Insecticide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/7e198f16-1755-43f7-74b2-175e2a68e25d/1525249038296809633-1120x110_PEDIMENT.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/7e198f16-1755-43f7-74b2-175e2a68e25d/1525249044676954390-Pediment%20logo%20400x135.jpg;;;;;15584 N;"""50 %"",""pirimicarb""";;WG (Water dispergeerbaar granulaat);;;;;;;;;GHS08, GHS09, GHS06;;H301, H317, H332, EUH401, H410, H351, H319;SPo 2, P391, P337 + P313, SP 1, P102, P301 + P310, P261, P305 + P351 + P338, P280;;;;;;;;;;;;;;;;;;;;;;1;22.02.2018;;"""Gebruiksvoorschrift"",""54.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/15584/W0/052e3a93-4656-4428-7710-0cb173f670c4.pdf""|""Veiligheidsblad"",""362.9"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/15584/W0/51768e2c-3d8d-4d00-b02b-05c2da94f9b5.pdf""";;;;;;;;
5793 W6;nl;Pediment rookontwikkelaar (W6);Insecticide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/365fee5a-abb1-4901-5346-45d11e482391/1525249075196911419-1120x110_Pediment%20Rookontwikkelaar.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/365fee5a-abb1-4901-5346-45d11e482391/1525249118399433850-Pediment%20Rookontwikkelaar%20logo%20400x135.jpg;;;;;5793 N;"""10 %"",""pirimicarb""";;FU (Rookontwikkelaar);;;23.09.2019;23.09.2018;;;;;GHS08, GHS03, GHS06, GHS09;;H331, EUH401, H302, H272, H351, H410, H317;P403 + P233, P270, SPo 5, SPo 2, P102, P210, P391, P280, SP 1;;;;;;;;;;;;;;;;;;;;;;1;24.11.2017;;"""Gebruiksvoorschrift"",""52.6"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/5793/W6/c7e10715-a620-4077-7c87-3c94885f85e5.pdf""|""Veiligheidsblad"",""335.05"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/5793/W7/11be7eef-7a4f-45b6-bc83-0d0d65bf98ea.pdf""";;;;;;;;
5793;nl;Pediment rookontwikkelaar (W7);Insecticide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/365fee5a-abb1-4901-5346-45d11e482391/1525249075196911419-1120x110_Pediment%20Rookontwikkelaar.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/365fee5a-abb1-4901-5346-45d11e482391/1525249118399433850-Pediment%20Rookontwikkelaar%20logo%20400x135.jpg;;;;;5793 N;"""10 %"",""pirimicarb""";;FU (Rookontwikkelaar);;;;;;;;;GHS06, GHS09, GHS03, GHS08;;H351, H302, H317, H410, H272, EUH401, H331;P270, P403 + P233, P391, SPo 2, SP 1, P102, P210, SPo 5, P280;;;;;;;;;;;;;;;;;;;;;;1;23.03.2018;;"""Gebruiksvoorschrift"",""47.7"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/5793/W7/4f3f1439-884e-40c9-7890-43502a97ebab.pdf""|""Veiligheidsblad"",""335.05"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/5793/W7/11be7eef-7a4f-45b6-bc83-0d0d65bf98ea.pdf""";;;;;;;;
14491 W0;nl;Pergovi Flex;Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/f97e5daf-72bb-48bb-4240-efb8c492feeb/1496754753265280802-SYNGENCP-7001_PERGOVI-FLEX.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/f97e5daf-72bb-48bb-4240-efb8c492feeb/1496754759216161900-Pergovi%20Flex%20logo%20400x135.jpg;;;;;14491 N;"""25 %"",""mandipropamid""|""18 %"",""cymoxanil""";;WG (Water dispergeerbaar granulaat);;;;;;;;;GHS08, GHS09, GHS07;;H373, H410, H317, H361fd, EUH401, H302;P302 + P352, SP 1, P260, P280, P270;;;;;;;;;;;;;;;;;;;;;;1;04.07.2014;;"""Gebruiksvoorschrift"",""109.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14491/W0/b95ade88-762d-4380-4cd1-683a89038b8d.pdf""|""Veiligheidsblad"",""377.7"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14491/W1/781b445f-1095-4034-ab85-9a93354c39ef.pdf""";;;;;;;;
14491;nl;Pergovi Flex (W1);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/f97e5daf-72bb-48bb-4240-efb8c492feeb/1496754753265280802-SYNGENCP-7001_PERGOVI-FLEX.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/f97e5daf-72bb-48bb-4240-efb8c492feeb/1496754759216161900-Pergovi%20Flex%20logo%20400x135.jpg;;;;;14491 N;"""18 %"",""cymoxanil""|""25 %"",""mandipropamid""";;WG (Water dispergeerbaar granulaat);;;;;;;;;GHS07, GHS08, GHS09;;H410, EUH401, H302, H373, H361fd, H317;P280, P270, P260, P302 + P352, SP 1;;;;;;;;;;;;;;;;;;;;;;1;04.09.2015;;"""Veiligheidsblad"",""377.7"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14491/W1/781b445f-1095-4034-ab85-9a93354c39ef.pdf""|""Gebruiksvoorschrift"",""8.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14491/W1/86cdb0bb-8747-41d5-68df-302fbd15410f.pdf""";;;;;;;;
5581;nl;Reglone (W10);Herbicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/ebbcfb85-d61a-457b-795d-0e01145b0caf/1496755205611911391-SYNGENCP-7001_REGLONE_CYCLONE.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/ebbcfb85-d61a-457b-795d-0e01145b0caf/1496755198049709865-Reglone%20logo%20400x135.jpg;;;;;5581 N;"""374 G/L"",""diquatdibromide""";;SL (Met water mengbaar concentraat);;;04.11.2019;04.11.2019;;;;;GHS06, GHS08, GHS05, GHS09;;EUH208, H410, H335, EUH401, H331, H372, H302, H290;P280C, P403 + P233, P304 + P340, P270, P261, P391, P102, P284, P314, SP 1;;;;;;;;;;;;;;;;;;;;;;1;05.06.2015;;"""Gebruiksvoorschrift"",""9.95"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/5581/W10/576c7675-45eb-4da7-7b6e-ca242a5b02d2.pdf""|""Veiligheidsblad"",""333.3"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/5581/W10/b79f74e4-89b1-4c0b-9c1a-6f51f952f231.pdf""";;;;;;;;
5581 W9;nl;Reglone (W9);Herbicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/ebbcfb85-d61a-457b-795d-0e01145b0caf/1496755205611911391-SYNGENCP-7001_REGLONE_CYCLONE.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/ebbcfb85-d61a-457b-795d-0e01145b0caf/1496755198049709865-Reglone%20logo%20400x135.jpg;;;;;5581 N;"""374 G/L"",""diquatdibromide""";;SL (Met water mengbaar concentraat);;;04.11.2019;04.11.2019;;;;;GHS08, GHS05, GHS06, GHS09;;H410, EUH401, H372, H331, H335, H302, H290, EUH208;P270, P102, P261, P391, P403 + P233, P284, P304 + P340, P314, SP 1, P280C;;;;;;;;;;;;;;;;;;;;;;1;11.12.2012;;"""Gebruiksvoorschrift"",""55.6"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/5581/W9/e687dbb8-8881-40f1-76b3-d9d382ce40f9.pdf""|""Veiligheidsblad"",""333.3"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/5581/W10/b79f74e4-89b1-4c0b-9c1a-6f51f952f231.pdf""";;;;;;;;
13944 W0;nl;Reglone Bold;Herbicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/d9b768cd-50bd-4c3b-775a-729c8299eec5/1496755224852892672-SYNGENCP-7001_REGLONE_BOLD.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/d9b768cd-50bd-4c3b-775a-729c8299eec5/1496755233502618089-Reglone%20Bold%20logo%20400x135.jpg;;;;;13944 N;"""200 G/L"",""uitgedrukt als diquat""|""374 G/L"",""diquatdibromide""";;SL (Met water mengbaar concentraat);;;04.02.2020;04.11.2019;;;;;GHS06, GHS08, GHS09;;H335, H372, H315, H410, H317, H302, H330, H319, EUH401;P501, P310, SP 1, P260, P280, P284, P304 + P340;;;;;;;;;;;;;;;;;;;;;;1;12.04.2013;;"""Veiligheidsblad"",""332.2"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13944/W1/f1b98f63-585a-457b-ad54-300b8489cd97.pdf""|""Gebruiksvoorschrift"",""50"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13944/W0/1fd93402-63c5-4a64-422d-5bd073a8a2d8.pdf""";;;;;;;;
13944;nl;Reglone Bold (W1);Herbicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/d9b768cd-50bd-4c3b-775a-729c8299eec5/1496755224852892672-SYNGENCP-7001_REGLONE_BOLD.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/d9b768cd-50bd-4c3b-775a-729c8299eec5/1496755233502618089-Reglone%20Bold%20logo%20400x135.jpg;;;;;13944 N;"""374 G/L"",""diquatdibromide""|""200 G/L"",""uitgedrukt als diquat""";;SL (Met water mengbaar concentraat);;;04.02.2020;04.11.2019;;;;;GHS08, GHS09, GHS06;;H315, H410, H335, EUH401, H302, H372, H330, H317, H319;P304 + P340, P284, P260, P310, P501, P280, SP 1;;;;;;;;;;;;;;;;;;;;;;1;04.03.2016;;"""Gebruiksvoorschrift"",""468.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13944/W1/c199db23-b3f3-4f51-776f-adfe5e21a29c.pdf""|""Veiligheidsblad"",""332.2"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13944/W1/f1b98f63-585a-457b-ad54-300b8489cd97.pdf""";;;;;;;;
14817 W0;nl;Regulex 10SG;Groeiregulator;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/a42f5027-a029-40b6-74de-5625cb1eb630/1496755246991838405-SYNGENCP-7001_REGULEX.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/a42f5027-a029-40b6-74de-5625cb1eb630/1496907303073080143-Regulex%20logo%20400x135.jpg;;;;;14817 N;"""10 %"",""gibberellinen""";;SG (Wateroplosbaar granulaat);;;01.07.2019;01.07.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;05.06.2015;;"""Veiligheidsblad"",""221.55"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14817/W0/b7e55429-9aa1-4e92-b9d4-4ea9d67fa251.pdf""|""Gebruiksvoorschrift"",""106.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14817/W0/105b4962-9adb-49b0-5983-43c43b5038c0.pdf""";;;;;;;;
14817;nl;Regulex 10SG (W1);Groeiregulator;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/a42f5027-a029-40b6-74de-5625cb1eb630/1496755246991838405-SYNGENCP-7001_REGULEX.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/a42f5027-a029-40b6-74de-5625cb1eb630/1496907303073080143-Regulex%20logo%20400x135.jpg;;;;;14817 N;"""10 %"",""gibberellinen""";;SG (Wateroplosbaar granulaat);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;01.01.2018;;"""Veiligheidsblad"",""221.55"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14817/W0/b7e55429-9aa1-4e92-b9d4-4ea9d67fa251.pdf""|""Gebruiksvoorschrift"",""82.7"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14817/W1/77ced4a8-effb-4289-7b31-43d8dffa328b.pdf""";;;;;;;;
12969 W3;nl;Revus (W3);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/115f32bc-988b-44ad-4b83-39a1b754151d/1496755335595961534-SYNGENCP-7001_REVUS.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/115f32bc-988b-44ad-4b83-39a1b754151d/1496755343043845837-Revus%20logo%20400x135.jpg;;;;;12969 N;"""250 G/L"",""mandipropamid""";;SC (Suspensie concentraat);;;;;;;;;GHS09, GHS09, GHS09;;H411, H411, EUH401, H411, EUH401, EUH401;SP 1, P273, P501, P391, P501, SP 1, P391, P391, P501, P273, SP 1, P273;;;;;;;;;;;;;;;;;;;;;;1;06.10.2017;;"""Gebruiksvoorschrift"",""68.65"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12969/W3/0981d0cd-b169-4e4c-4849-fa3334bb99fa.pdf""|""Veiligheidsblad"",""293.95"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12969/W3/3395cab5-6f25-43eb-b7ca-3f4daf5daae2.pdf""";;;;;;;;
12969;nl;Revus (W4);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/115f32bc-988b-44ad-4b83-39a1b754151d/1496755335595961534-SYNGENCP-7001_REVUS.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/115f32bc-988b-44ad-4b83-39a1b754151d/1496755343043845837-Revus%20logo%20400x135.jpg;;;;;12969 N;"""250 G/L"",""mandipropamid""";;SC (Suspensie concentraat);;;;;;;;;GHS09, GHS09, GHS09;;EUH401, H411, H411, EUH401, EUH401, H411;P273, P501, P501, P391, SP 1, P391, P391, P501, P273, SP 1, SP 1, P273;;;;;;;;;;;;;;;;;;;;;;1;01.06.2018;;"""Veiligheidsblad"",""293.95"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12969/W3/3395cab5-6f25-43eb-b7ca-3f4daf5daae2.pdf""|""Gebruiksvoorschrift"",""58.45"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12969/W4/532d3f73-3ab6-4f6a-6154-91d56e9bef3d.pdf""";;;;;;;;
